监控,#genre#
黄龙洗身洞,http://gcalic.v.myalicdn.com/gc/hlxsd_1.flv
黄龙望乡台,http://gcalic.v.myalicdn.com/gc/hlwxt_1.flv
黄龙五彩池,http://gcalic.v.myalicdn.com/gc/hlwcc_1.flv
遵义花茂村,http://gcalic.v.myalicdn.com/gc/dxssyt_1.flv
丹霞山丹梯铁索,http://gcalic.v.myalicdn.com/gc/dxsdtts_1.flv
宁夏吴忠青铜峡上滩村,http://gcalic.v.myalicdn.com/gc/tyhjrys_1.flv
丽江古城狮子山鸟瞰古城,http://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1.flv
丽江嵌雪楼,http://gcalic.v.myalicdn.com/gc/ljgcdsc_1.flv
凤凰古城东关门,http://gcalic.v.myalicdn.com/gc/fhgcdgm_1.flv
凤凰古城南华山,http://gcalic.v.myalicdn.com/gc/fhgcdnhs_1.flv
青岛五四广场,http://video11.qtv.com.cn/aqdafzx/manifest.m3u8
青岛奥帆中心,http://video11.qtv.com.cn/aqdwsgc/manifest.m3u8
青岛胶宁高架,http://video11.qtv.com.cn/sxt2/manifest.m3u8
青岛福州路南,http://video11.qtv.com.cn/sxt3/manifest.m3u8
韩国独岛,http://kbs-dokdo.gscdn.com/dokdo_300/_definst_/dokdo_300.stream/playlist.m3u8
国外,#genre#
Baby First,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/BABYFIRST-SD-720p/chunks.m3u8
Cartoon Network HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/CARTOON-SD-720p/playlist.m3u8
BBC,https://livecdn.fptplay.net/qnetlive/bbcnew_2000.stream/chunklist.m3u8
Fox Sports HD,https://livecdn.fptplay.net/qnetlive/foxsports_2000.stream/chunklist.m3u8
Fox Sports 2,https://livecdn.fptplay.net/qnetlive/foxsports2_2000.stream/chunklist.m3u8
Fox Sports 3,https://livecdn.fptplay.net/qnetlive/foxsports3_hls.smil/playlist.m3u8
Fox Family Movies,https://livecdn.fptplay.net/hda/foxfamilymovies_hls.smil/playlist.m3u8
Fox,https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/playlist.m3u8
Fox Life,https://livecdn.fptplay.net/foxlive/foxlifehd_hls.smil/playlist.m3u8
FOX Movies HD,https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/playlist.m3u8
Channel [V],https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/playlist.m3u8
Davinci HD,https://livecdn.fptplay.net/world/davincihd_hls.smil/playlist.m3u8
Discovery,https://livecdn.fptplay.net/qnetlive/discovery_hls.smil/playlist.m3u8
Discovery asia,https://livecdn.fptplay.net/qnetlive/discoveryasia_hls.smil/playlist.m3u8
KBS WORLD,https://livecdn.fptplay.net/sdb/kbs_hls.smil/playlist.m3u8
KIX HD,https://livecdn.fptplay.net/hda/kixhd_hls.smil/playlist.m3u8
National Geographic,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/playlist.m3u8
NHK World Japan HD,https://livecdn.fptplay.net/world/nhkworld_hls.smil/playlist.m3u8
Asian Food Network,https://livecdn.fptplay.net/world/afchd_hls.smil/playlist.m3u8
Animal Planet,https://livecdn.fptplay.net/qnetlive/animalplanet_hls.smil/playlist.m3u8
音乐频道,#genre#
茌平青岛啤酒节,http://oss-vod.vzan.cc/live/131449248449525743.1500530888.m3u8
体面,https://vdse.bdstatic.com//f18bdf41f28b68a1b0177fa5e5cdf8fe.mp4
陈慧娴-千千阙歌,http://vodcdn.video.taobao.com/oss/ali-video/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
杨钰莹-等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8
杨钰莹-红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8
Andy,https://vd2.bdstatic.com/mda-kdm67be3kgw71689/mda-kdm67be3kgw71689.mp4
沙漠骆驼,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjbGM5gUon8K7eQ.mp4
成都,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx5ei5wUoqOfenwE.mp4
誓言-求佛,http://vodcdn.video.taobao.com/oss/ali-video/f4f761d970399f186ce1f9ac6d009721/video.m3u8
